Date,Category,Subcategory,Count,Days_To_Fix
2024-10-21,Major Projects,Multi-Site Disaster Recovery Implementation,1,151
2024-10-21,Major Projects,Customer Data Platform Integration,1,146
2024-10-21,Fill-ins,Simple Form Template Updates,2,3
2024-10-21,Fill-ins,Meeting Room Equipment Basic Maintenance,3,2
2024-10-21,Fill-ins,Wi-Fi Password Distribution Updates,3,3
2024-10-21,Fill-ins,Basic System Configuration Backups,5,3
2024-10-21,Thankless Tasks,Legacy Database Manual Optimization,3,58
2024-10-21,Business Operations,Expense Management Critical Issues,4,7
2024-10-21,User Support High,Finance Team System Access Problems,3,3
2024-10-21,User Support High,Key Client Presentation System Issues,1,3
2024-10-21,User Support Standard,Email Configuration Standard Support,3,2
2024-10-21,User Support Standard,Account Creation Standard Requests,9,1
2024-10-22,Quick Wins,API Rate Limiting Implementation,2,8
2024-10-22,Quick Wins,Memory Usage Alert Thresholds,2,2
2024-10-22,Quick Wins,Automated Error Log Analysis,1,4
2024-10-22,Major Projects,Enterprise Identity Management Platform,1,169
2024-10-22,Fill-ins,Basic Hardware Inventory Updates,2,1
2024-10-22,Fill-ins,Equipment Asset Tag Updates,1,1
2024-10-22,Fill-ins,Basic File Organization Tasks,2,3
2024-10-22,Thankless Tasks,Outdated System Manual Documentation,1,37
2024-10-22,Thankless Tasks,Legacy Interface Manual Updates,1,56
2024-10-22,Executive Support,Leadership Portal Access Problems,5,2
2024-10-22,Executive Support,Strategic Planning Platform Critical Issues,3,1
2024-10-22,Business Operations,Vendor Payment Processing Issues,2,4
2024-10-22,User Support High,Executive Assistant Critical Tool Issues,4,2
2024-10-22,User Support Standard,Software Installation Basic Help,5,2
2024-10-22,User Support Standard,Email Configuration Standard Support,2,2
2024-10-22,User Support Standard,Printer Setup Basic Assistance,7,1
2024-10-22,User Support Standard,VPN Connection Standard Help,2,1
2024-10-22,User Support Standard,Account Creation Standard Requests,3,1
2024-10-23,Quick Wins,Automated Backup Monitoring,3,3
2024-10-23,Quick Wins,Memory Usage Alert Thresholds,2,3
2024-10-23,Major Projects,Complete Cloud Infrastructure Migration,1,107
2024-10-23,Fill-ins,Desktop Wallpaper Standardization,1,3
2024-10-23,Fill-ins,Simple Form Template Updates,4,1
2024-10-23,Fill-ins,Meeting Room Equipment Basic Maintenance,1,3
2024-10-23,Fill-ins,Basic Documentation Formatting,3,1
2024-10-23,Fill-ins,Basic System Configuration Backups,2,2
2024-10-23,Fill-ins,Simple User Guide Updates,3,2
2024-10-23,Thankless Tasks,Custom Data Migration Script Maintenance,4,28
2024-10-23,Thankless Tasks,Legacy Database Manual Optimization,2,20
2024-10-23,Thankless Tasks,Custom Manual Reporting Procedures,2,58
2024-10-23,Business Operations,Purchase Order System Critical Failures,1,5
2024-10-23,User Support High,Production Team System Down Issues,3,1
2024-10-23,User Support High,Executive Assistant Critical Tool Issues,1,4
2024-10-23,User Support Standard,Password Reset Requests,8,2
2024-10-23,User Support Standard,VPN Connection Standard Help,4,2
2024-10-23,User Support Standard,Account Creation Standard Requests,1,1
2024-10-24,Quick Wins,Self-Service Portal Implementation,6,5
2024-10-24,Quick Wins,Memory Usage Alert Thresholds,5,8
2024-10-24,Major Projects,ERP System Total Overhaul,1,175
2024-10-24,Fill-ins,Basic Hardware Inventory Updates,2,3
2024-10-24,Fill-ins,Meeting Room Equipment Basic Maintenance,3,1
2024-10-24,Fill-ins,Wi-Fi Password Distribution Updates,1,3
2024-10-24,Fill-ins,Equipment Asset Tag Updates,5,2
2024-10-24,Fill-ins,Basic System Configuration Backups,2,2
2024-10-24,Fill-ins,Simple Calendar Template Updates,1,2
2024-10-24,Fill-ins,Equipment Cable Management,4,1
2024-10-24,Fill-ins,Simple User Guide Updates,5,3
2024-10-24,Thankless Tasks,Vendor-Specific Manual Customizations,3,35
2024-10-24,Executive Support,Executive Dashboard Critical Problems,3,1
2024-10-24,Executive Support,Executive Communication Platform Issues,5,1
2024-10-24,Executive Support,Executive Travel System Critical Issues,2,1
2024-10-24,Business Operations,Purchase Order System Critical Failures,2,4
2024-10-24,User Support High,Customer Service Critical Tool Failures,2,4
2024-10-24,User Support High,Key Client Presentation System Issues,4,4
2024-10-24,User Support High,Revenue Team Critical System Problems,3,4
2024-10-24,User Support Standard,VPN Connection Standard Help,9,1
2024-10-24,User Support Standard,File Access Standard Permission Issues,3,1
2024-10-25,Quick Wins,Self-Service Portal Implementation,1,8
2024-10-25,Quick Wins,Network Bandwidth Monitoring,2,5
2024-10-25,Major Projects,Enterprise Data Warehouse Migration,1,168
2024-10-25,Fill-ins,Email Signature Template Updates,2,2
2024-10-25,Fill-ins,Printer Toner Replacement Scheduling,1,3
2024-10-25,Fill-ins,Basic Hardware Inventory Updates,1,2
2024-10-25,Fill-ins,Basic Documentation Formatting,1,1
2024-10-25,Fill-ins,Equipment Asset Tag Updates,1,1
2024-10-25,Fill-ins,Simple Calendar Template Updates,2,1
2024-10-25,Fill-ins,Basic File Organization Tasks,3,3
2024-10-25,Thankless Tasks,Custom Data Migration Script Maintenance,2,37
2024-10-25,Thankless Tasks,Vendor-Specific Manual Customizations,3,33
2024-10-25,Business Operations,Payroll Processing System Failures,2,5
2024-10-25,User Support High,Customer Service Critical Tool Failures,1,3
2024-10-25,User Support High,Production Team System Down Issues,4,2
2024-10-25,User Support Standard,Email Configuration Standard Support,5,2
2024-10-25,User Support Standard,Phone System Basic Setup,3,2
2024-10-25,User Support Standard,Account Creation Standard Requests,3,1
2024-10-25,User Support Standard,Basic Training Standard Sessions,5,2
2024-10-26,Fill-ins,Basic File Organization Tasks,1,1
2024-10-26,Critical Infrastructure,Main Application Server Farm Crash,1,3
2024-10-26,Executive Support,C-Suite Technology Access Issues,5,2
2024-10-26,Executive Support,Executive Dashboard Critical Problems,4,2
2024-10-26,Executive Support,Strategic Planning Platform Critical Issues,2,2
2024-10-26,User Support High,Finance Team System Access Problems,4,4
2024-10-26,User Support Standard,Printer Setup Basic Assistance,7,2
2024-10-27,Quick Wins,Automated Error Log Analysis,1,3
2024-10-27,Major Projects,Mobile-First Application Complete Redesign,1,72
2024-10-27,Fill-ins,Basic System Configuration Backups,3,3
2024-10-27,Executive Support,C-Suite Technology Access Issues,6,1
2024-10-27,User Support Standard,VPN Connection Standard Help,4,1
2024-10-28,Quick Wins,Automated Backup Monitoring,4,3
2024-10-28,Quick Wins,Database Connection Pooling,3,6
2024-10-28,Quick Wins,Load Balancer Health Checks,1,3
2024-10-28,Quick Wins,Email Queue Monitoring,3,6
2024-10-28,Quick Wins,Memory Usage Alert Thresholds,3,4
2024-10-28,Major Projects,Complete Cloud Infrastructure Migration,1,48
2024-10-28,Major Projects,Real-time Analytics Platform Development,1,175
2024-10-28,Fill-ins,Simple Form Template Updates,1,2
2024-10-28,Fill-ins,Basic System Configuration Backups,1,1
2024-10-28,Fill-ins,Simple User Guide Updates,2,2
2024-10-28,Thankless Tasks,Outdated System Manual Documentation,1,60
2024-10-28,Critical Infrastructure,Network Backbone Complete Outage,1,2
2024-10-28,Executive Support,Strategic Reporting System Failures,2,1
2024-10-28,Executive Support,Board Room AV System Failures,3,2
2024-10-28,Business Operations,Contract Management System Problems,3,12
2024-10-28,User Support High,Sales Team Critical CRM Access Issues,2,4
2024-10-28,User Support Standard,Password Reset Requests,7,1
2024-10-28,User Support Standard,Software Installation Basic Help,7,2
2024-10-28,User Support Standard,File Access Standard Permission Issues,3,1
2024-10-28,User Support Standard,Phone System Basic Setup,8,2
2024-10-28,User Support Standard,Basic Training Standard Sessions,9,2
2024-10-29,Quick Wins,Self-Service Portal Implementation,3,7
2024-10-29,Quick Wins,Database Connection Pooling,6,6
2024-10-29,Quick Wins,Load Balancer Health Checks,5,6
2024-10-29,Quick Wins,Certificate Expiration Alerts,4,4
2024-10-29,Quick Wins,Basic Firewall Rule Optimization,3,3
2024-10-29,Fill-ins,Email Signature Template Updates,1,3
2024-10-29,Fill-ins,Basic Hardware Inventory Updates,5,3
2024-10-29,Fill-ins,Meeting Room Equipment Basic Maintenance,5,1
2024-10-29,Fill-ins,Wi-Fi Password Distribution Updates,1,3
2024-10-29,Fill-ins,Basic Documentation Formatting,2,1
2024-10-29,Fill-ins,Equipment Asset Tag Updates,3,1
2024-10-29,Fill-ins,Basic File Organization Tasks,3,3
2024-10-29,Thankless Tasks,Outdated System Manual Documentation,1,21
2024-10-29,Thankless Tasks,Custom Manual Reporting Procedures,2,34
2024-10-29,Thankless Tasks,Complex Manual Data Reconciliation,4,43
2024-10-29,Executive Support,C-Suite Technology Access Issues,4,1
2024-10-29,Executive Support,Board Meeting Technology Setup,4,1
2024-10-29,Executive Support,Leadership Portal Access Problems,1,1
2024-10-29,Business Operations,Payroll Processing System Failures,1,12
2024-10-29,Business Operations,Contract Management System Problems,3,3
2024-10-29,Business Operations,Travel Booking System Major Problems,3,8
2024-10-29,User Support High,Customer Service Critical Tool Failures,3,1
2024-10-29,User Support High,Executive Assistant Critical Tool Issues,3,2
2024-10-29,User Support High,Key Client Presentation System Issues,2,3
2024-10-29,User Support Standard,Software Installation Basic Help,1,1
2024-10-29,User Support Standard,Email Configuration Standard Support,5,1
2024-10-29,User Support Standard,File Access Standard Permission Issues,5,1
2024-10-29,User Support Standard,Phone System Basic Setup,4,2
2024-10-29,User Support Standard,Account Creation Standard Requests,8,1
2024-10-29,User Support Standard,Basic Training Standard Sessions,5,1
2024-10-30,Quick Wins,Memory Usage Alert Thresholds,3,8
2024-10-30,Quick Wins,Network Bandwidth Monitoring,5,6
2024-10-30,Quick Wins,Service Health Dashboard,1,2
2024-10-30,Fill-ins,Printer Toner Replacement Scheduling,3,2
2024-10-30,Fill-ins,Simple Report Template Updates,6,3
2024-10-30,Fill-ins,Equipment Asset Tag Updates,4,1
2024-10-30,Fill-ins,Simple Calendar Template Updates,4,2
2024-10-30,Fill-ins,Equipment Cable Management,3,3
2024-10-30,Executive Support,C-Suite Technology Access Issues,3,1
2024-10-30,Executive Support,Executive Dashboard Critical Problems,2,1
2024-10-30,Executive Support,Board Room AV System Failures,2,1
2024-10-30,Executive Support,Strategic Planning Platform Critical Issues,3,1
2024-10-30,Business Operations,Payroll Processing System Failures,3,6
2024-10-30,User Support High,Executive Assistant Critical Tool Issues,1,4
2024-10-30,User Support High,Critical Project Team Tool Failures,1,2
2024-10-30,User Support High,Revenue Team Critical System Problems,4,2
2024-10-30,User Support Standard,Software Installation Basic Help,2,2
2024-10-30,User Support Standard,Email Configuration Standard Support,2,2
2024-10-30,User Support Standard,Mobile Device Standard Configuration,3,2
2024-10-30,User Support Standard,Basic Training Standard Sessions,3,2
2024-10-31,Quick Wins,Network Bandwidth Monitoring,1,6
2024-10-31,Major Projects,Global Network Infrastructure Redesign,1,107
2024-10-31,Fill-ins,Email Signature Template Updates,2,1
2024-10-31,Fill-ins,Basic Documentation Formatting,4,1
2024-10-31,Fill-ins,Simple Report Template Updates,3,1
2024-10-31,Fill-ins,Simple Calendar Template Updates,1,3
2024-10-31,Fill-ins,Basic File Organization Tasks,3,3
2024-10-31,Business Operations,Payroll Processing System Failures,1,7
2024-10-31,Business Operations,Expense Management Critical Issues,1,12
2024-10-31,User Support High,Department Manager System Access Issues,2,1
2024-10-31,User Support High,Critical Project Team Tool Failures,1,3
2024-10-31,User Support High,Key Client Presentation System Issues,2,2
2024-10-31,User Support Standard,Password Reset Requests,2,2
2024-10-31,User Support Standard,Software Installation Basic Help,5,1
2024-10-31,User Support Standard,Email Configuration Standard Support,6,2
2024-10-31,User Support Standard,Printer Setup Basic Assistance,4,2
2024-10-31,User Support Standard,Phone System Basic Setup,3,1
2024-10-31,User Support Standard,Account Creation Standard Requests,2,2
2024-11-01,Quick Wins,Password Policy Automation,5,2
2024-11-01,Quick Wins,Self-Service Portal Implementation,3,8
2024-11-01,Quick Wins,Certificate Expiration Alerts,1,3
2024-11-01,Quick Wins,API Rate Limiting Implementation,1,4
2024-11-01,Quick Wins,Memory Usage Alert Thresholds,1,5
2024-11-01,Fill-ins,Desktop Wallpaper Standardization,2,2
2024-11-01,Fill-ins,Printer Toner Replacement Scheduling,1,3
2024-11-01,Fill-ins,Simple Form Template Updates,5,2
2024-11-01,Fill-ins,Meeting Room Equipment Basic Maintenance,1,3
2024-11-01,Fill-ins,Wi-Fi Password Distribution Updates,4,3
2024-11-01,Fill-ins,Simple Report Template Updates,1,3
2024-11-01,Fill-ins,Simple Calendar Template Updates,2,3
2024-11-01,Thankless Tasks,Legacy Report Format Manual Conversions,1,44
2024-11-01,Thankless Tasks,Outdated System Manual Documentation,4,37
2024-11-01,Thankless Tasks,Legacy Platform Manual Upgrades,4,42
2024-11-01,Executive Support,C-Suite Technology Access Issues,1,1
2024-11-01,Executive Support,Leadership Portal Access Problems,1,1
2024-11-01,Executive Support,Board Room AV System Failures,6,1
2024-11-01,Business Operations,Purchase Order System Critical Failures,4,6
2024-11-01,User Support High,Remote Access Critical VPN Problems,3,4
2024-11-01,User Support High,Executive Assistant Critical Tool Issues,2,2
2024-11-01,User Support Standard,Software Installation Basic Help,4,1
2024-11-01,User Support Standard,Email Configuration Standard Support,5,1
2024-11-01,User Support Standard,Printer Setup Basic Assistance,5,2
2024-11-01,User Support Standard,File Access Standard Permission Issues,3,1
2024-11-01,User Support Standard,Phone System Basic Setup,4,1
2024-11-01,User Support Standard,Mobile Device Standard Configuration,6,2
2024-11-01,User Support Standard,Account Creation Standard Requests,2,1
2024-11-01,User Support Standard,Basic Training Standard Sessions,1,2
2024-11-02,Quick Wins,Basic Security Patch Automation,3,4
2024-11-02,Quick Wins,Memory Usage Alert Thresholds,1,4
2024-11-02,Quick Wins,Service Health Dashboard,3,2
2024-11-02,Fill-ins,Basic Hardware Inventory Updates,2,3
2024-11-02,Fill-ins,Meeting Room Equipment Basic Maintenance,1,2
2024-11-02,Fill-ins,Wi-Fi Password Distribution Updates,3,3
2024-11-02,Thankless Tasks,Legacy Database Manual Optimization,4,34
2024-11-02,Executive Support,Strategic Reporting System Failures,3,2
2024-11-02,Business Operations,Facilities Management Critical Problems,3,9
2024-11-02,User Support High,Sales Team Critical CRM Access Issues,2,4
2024-11-02,User Support Standard,Account Creation Standard Requests,2,1
2024-11-03,Fill-ins,Basic Hardware Inventory Updates,4,2
2024-11-03,Fill-ins,Simple Form Template Updates,1,1
2024-11-03,Fill-ins,Basic Documentation Formatting,5,2
2024-11-03,Fill-ins,Simple User Guide Updates,5,1
2024-11-03,Thankless Tasks,Manual Quality Assurance Procedures,4,29
2024-11-03,Business Operations,Payroll Processing System Failures,2,10
2024-11-03,Business Operations,Invoice Processing System Problems,4,3
2024-11-03,User Support Standard,File Access Standard Permission Issues,7,2
2024-11-03,User Support Standard,Mobile Device Standard Configuration,2,2
2024-11-03,User Support Standard,Basic Training Standard Sessions,4,2
2024-11-04,Quick Wins,Network Bandwidth Monitoring,2,6
2024-11-04,Quick Wins,Service Health Dashboard,2,4
2024-11-04,Fill-ins,Desktop Wallpaper Standardization,4,3
2024-11-04,Fill-ins,Printer Toner Replacement Scheduling,2,1
2024-11-04,Fill-ins,Basic Hardware Inventory Updates,2,1
2024-11-04,Fill-ins,Simple Form Template Updates,1,3
2024-11-04,Fill-ins,Meeting Room Equipment Basic Maintenance,2,3
2024-11-04,Fill-ins,Wi-Fi Password Distribution Updates,1,3
2024-11-04,Fill-ins,Basic Documentation Formatting,1,1
2024-11-04,Fill-ins,Simple Calendar Template Updates,1,2
2024-11-04,Fill-ins,Basic File Organization Tasks,1,1
2024-11-04,Thankless Tasks,Legacy Report Format Manual Conversions,1,18
2024-11-04,Thankless Tasks,Vendor-Specific Manual Customizations,1,37
2024-11-04,Thankless Tasks,Custom Manual Reporting Procedures,4,53
2024-11-04,Critical Infrastructure,Core Database Total Corruption,1,1
2024-11-04,Executive Support,Board Meeting Technology Setup,1,1
2024-11-04,Executive Support,Executive Dashboard Critical Problems,4,1
2024-11-04,Executive Support,Board Room AV System Failures,1,1
2024-11-04,Executive Support,Strategic Planning Platform Critical Issues,2,2
2024-11-04,User Support High,Production Team System Down Issues,1,2
2024-11-04,User Support High,Revenue Team Critical System Problems,4,4
2024-11-04,User Support Standard,Password Reset Requests,7,1
2024-11-04,User Support Standard,VPN Connection Standard Help,5,2
2024-11-04,User Support Standard,File Access Standard Permission Issues,12,1
2024-11-04,User Support Standard,Phone System Basic Setup,8,2
2024-11-04,User Support Standard,Account Creation Standard Requests,13,2
2024-11-04,User Support Standard,Basic Training Standard Sessions,8,1
2024-11-05,Quick Wins,Email Queue Monitoring,1,8
2024-11-05,Fill-ins,Printer Toner Replacement Scheduling,2,1
2024-11-05,Fill-ins,Meeting Room Equipment Basic Maintenance,3,3
2024-11-05,Fill-ins,Basic Documentation Formatting,2,2
2024-11-05,Fill-ins,Simple Report Template Updates,6,1
2024-11-05,Thankless Tasks,Manual Quality Assurance Procedures,4,31
2024-11-05,Business Operations,Invoice Processing System Problems,2,5
2024-11-05,Business Operations,Asset Management System Issues,3,12
2024-11-05,User Support High,Remote Access Critical VPN Problems,3,3
2024-11-05,User Support High,Executive Assistant Critical Tool Issues,2,1
2024-11-05,User Support High,Department Manager System Access Issues,1,4
2024-11-05,User Support High,Critical Project Team Tool Failures,3,4
2024-11-05,User Support Standard,Password Reset Requests,1,1
2024-11-06,Quick Wins,Password Policy Automation,2,5
2024-11-06,Quick Wins,Log Rotation Automation,2,5
2024-11-06,Quick Wins,API Rate Limiting Implementation,3,5
2024-11-06,Fill-ins,Email Signature Template Updates,2,3
2024-11-06,Fill-ins,Desktop Wallpaper Standardization,1,2
2024-11-06,Fill-ins,Basic Hardware Inventory Updates,1,1
2024-11-06,Fill-ins,Wi-Fi Password Distribution Updates,1,3
2024-11-06,Fill-ins,Basic Documentation Formatting,2,3
2024-11-06,Fill-ins,Simple Calendar Template Updates,2,3
2024-11-06,Fill-ins,Basic File Organization Tasks,4,1
2024-11-06,Fill-ins,Equipment Cable Management,2,3
2024-11-06,Business Operations,Vendor Payment Processing Issues,3,4
2024-11-06,User Support High,Department Manager System Access Issues,3,2
2024-11-06,User Support High,Key Client Presentation System Issues,3,4
2024-11-06,User Support Standard,Software Installation Basic Help,5,1
2024-11-06,User Support Standard,Printer Setup Basic Assistance,3,2
2024-11-06,User Support Standard,Mobile Device Standard Configuration,4,2
2024-11-07,Quick Wins,Self-Service Portal Implementation,1,6
2024-11-07,Quick Wins,Load Balancer Health Checks,4,4
2024-11-07,Fill-ins,Basic Hardware Inventory Updates,4,1
2024-11-07,Fill-ins,Basic Documentation Formatting,5,1
2024-11-07,Fill-ins,Simple Report Template Updates,4,3
2024-11-07,Fill-ins,Equipment Asset Tag Updates,1,1
2024-11-07,Fill-ins,Basic System Configuration Backups,3,1
2024-11-07,Fill-ins,Simple Calendar Template Updates,3,2
2024-11-07,Fill-ins,Basic File Organization Tasks,1,1
2024-11-07,Fill-ins,Equipment Cable Management,3,2
2024-11-07,Thankless Tasks,Legacy Code Manual Refactoring,2,33
2024-11-07,Thankless Tasks,Legacy Platform Manual Upgrades,2,16
2024-11-07,Executive Support,Executive Travel System Critical Issues,6,2
2024-11-07,Executive Support,Executive Assistant Technology Problems,5,1
2024-11-07,Business Operations,Payroll Processing System Failures,2,11
2024-11-07,Business Operations,Contract Management System Problems,2,4
2024-11-07,Business Operations,Asset Management System Issues,2,5
2024-11-07,User Support High,Department Manager System Access Issues,5,3
2024-11-07,User Support Standard,Email Configuration Standard Support,6,2
2024-11-07,User Support Standard,Printer Setup Basic Assistance,1,1
2024-11-07,User Support Standard,File Access Standard Permission Issues,4,2
2024-11-07,User Support Standard,Account Creation Standard Requests,1,2
2024-11-07,User Support Standard,Basic Training Standard Sessions,1,2
2024-11-08,Quick Wins,Password Policy Automation,4,7
2024-11-08,Quick Wins,Automated Backup Monitoring,1,6
2024-11-08,Quick Wins,Log Rotation Automation,2,3
2024-11-08,Quick Wins,Basic Security Patch Automation,1,4
2024-11-08,Fill-ins,Desktop Wallpaper Standardization,1,2
2024-11-08,Fill-ins,Basic Hardware Inventory Updates,6,2
2024-11-08,Fill-ins,Basic Documentation Formatting,1,2
2024-11-08,Fill-ins,Equipment Asset Tag Updates,2,2
2024-11-08,Fill-ins,Basic System Configuration Backups,3,1
2024-11-08,Fill-ins,Simple User Guide Updates,1,1
2024-11-08,Thankless Tasks,Outdated System Manual Documentation,4,27
2024-11-08,Thankless Tasks,Custom Manual Reporting Procedures,3,31
2024-11-08,Thankless Tasks,Complex Manual Data Reconciliation,2,51
2024-11-08,User Support High,Customer Service Critical Tool Failures,8,4
2024-11-08,User Support High,Production Team System Down Issues,2,1
2024-11-08,User Support High,Remote Access Critical VPN Problems,2,2
2024-11-08,User Support High,Revenue Team Critical System Problems,1,1
2024-11-08,User Support Standard,Password Reset Requests,6,2
2024-11-08,User Support Standard,Email Configuration Standard Support,7,2
2024-11-08,User Support Standard,Mobile Device Standard Configuration,1,2
2024-11-09,Quick Wins,Log Rotation Automation,1,8
2024-11-09,Major Projects,Real-time Analytics Platform Development,1,82
2024-11-09,Thankless Tasks,Custom Manual Reporting Procedures,2,38
2024-11-09,Thankless Tasks,Legacy Interface Manual Updates,4,28
2024-11-09,Executive Support,Board Room AV System Failures,3,1
2024-11-09,Business Operations,Asset Management System Issues,3,2
2024-11-09,User Support High,Remote Access Critical VPN Problems,4,3
2024-11-09,User Support Standard,Phone System Basic Setup,1,2
2024-11-09,User Support Standard,Basic Training Standard Sessions,3,1
2024-11-10,Quick Wins,Network Bandwidth Monitoring,4,3
2024-11-10,Fill-ins,Email Signature Template Updates,1,1
2024-11-10,Fill-ins,Simple Form Template Updates,4,3
2024-11-10,Fill-ins,Basic Documentation Formatting,3,1
2024-11-10,Executive Support,Strategic Reporting System Failures,4,1
2024-11-10,Executive Support,Leadership Portal Access Problems,2,1
2024-11-10,User Support High,Sales Team Critical CRM Access Issues,3,4
2024-11-10,User Support Standard,Mobile Device Standard Configuration,5,1
2024-11-11,Quick Wins,Basic Security Patch Automation,3,2
2024-11-11,Quick Wins,Email Queue Monitoring,3,8
2024-11-11,Quick Wins,Basic Firewall Rule Optimization,1,4
2024-11-11,Fill-ins,Desktop Wallpaper Standardization,3,3
2024-11-11,Fill-ins,Printer Toner Replacement Scheduling,1,2
2024-11-11,Fill-ins,Meeting Room Equipment Basic Maintenance,3,1
2024-11-11,Fill-ins,Wi-Fi Password Distribution Updates,2,3
2024-11-11,Fill-ins,Equipment Asset Tag Updates,1,1
2024-11-11,User Support High,Executive Assistant Critical Tool Issues,1,4
2024-11-11,User Support High,Revenue Team Critical System Problems,5,2
2024-11-11,User Support Standard,Email Configuration Standard Support,8,1
2024-11-11,User Support Standard,Phone System Basic Setup,13,2
2024-11-11,User Support Standard,Basic Training Standard Sessions,9,1
2024-11-12,Quick Wins,Database Connection Pooling,3,2
2024-11-12,Quick Wins,API Rate Limiting Implementation,6,8
2024-11-12,Quick Wins,Memory Usage Alert Thresholds,1,8
2024-11-12,Quick Wins,Automated Error Log Analysis,1,6
2024-11-12,Fill-ins,Wi-Fi Password Distribution Updates,1,3
2024-11-12,Fill-ins,Simple Calendar Template Updates,5,1
2024-11-12,Fill-ins,Equipment Cable Management,2,3
2024-11-12,Thankless Tasks,Vendor-Specific Manual Customizations,2,24
2024-11-12,Thankless Tasks,Manual Quality Assurance Procedures,1,16
2024-11-12,Executive Support,Executive Dashboard Critical Problems,4,1
2024-11-12,Executive Support,Executive Travel System Critical Issues,1,1
2024-11-12,Business Operations,Purchase Order System Critical Failures,3,4
2024-11-12,User Support High,Remote Access Critical VPN Problems,1,3
2024-11-12,User Support Standard,Email Configuration Standard Support,4,1
2024-11-12,User Support Standard,Printer Setup Basic Assistance,1,2
2024-11-12,User Support Standard,Mobile Device Standard Configuration,4,2
2024-11-13,Quick Wins,Password Policy Automation,1,5
2024-11-13,Quick Wins,Certificate Expiration Alerts,1,4
2024-11-13,Quick Wins,Log Rotation Automation,4,6
2024-11-13,Quick Wins,Email Queue Monitoring,2,6
2024-11-13,Fill-ins,Email Signature Template Updates,1,2
2024-11-13,Fill-ins,Desktop Wallpaper Standardization,1,3
2024-11-13,Fill-ins,Basic System Configuration Backups,2,2
2024-11-13,Fill-ins,Simple User Guide Updates,3,3
2024-11-13,Executive Support,Strategic Planning Platform Critical Issues,1,1
2024-11-13,Business Operations,Payroll Processing System Failures,2,8
2024-11-13,Business Operations,Purchase Order System Critical Failures,2,7
2024-11-13,User Support High,Finance Team System Access Problems,1,3
2024-11-13,User Support High,Customer Service Critical Tool Failures,3,4
2024-11-13,User Support Standard,Email Configuration Standard Support,3,1
2024-11-13,User Support Standard,VPN Connection Standard Help,6,2
2024-11-13,User Support Standard,Phone System Basic Setup,5,1
2024-11-13,User Support Standard,Mobile Device Standard Configuration,3,2
2024-11-14,Quick Wins,Network Bandwidth Monitoring,1,8
2024-11-14,Major Projects,Enterprise AI/ML Platform Development,1,78
2024-11-14,Fill-ins,Email Signature Template Updates,4,3
2024-11-14,Fill-ins,Simple Report Template Updates,3,3
2024-11-14,Fill-ins,Basic System Configuration Backups,7,3
2024-11-14,Fill-ins,Simple Calendar Template Updates,2,3
2024-11-14,Thankless Tasks,Custom Manual Reporting Procedures,1,34
2024-11-14,Critical Infrastructure,Primary Payment System Total Failure,1,2
2024-11-14,Executive Support,Executive Communication Platform Issues,6,2
2024-11-14,Business Operations,Benefits Administration Critical Issues,8,7
2024-11-14,Business Operations,Expense Management Critical Issues,3,3
2024-11-14,User Support High,Department Manager System Access Issues,2,3
2024-11-14,User Support Standard,Printer Setup Basic Assistance,4,1
2024-11-14,User Support Standard,Phone System Basic Setup,5,2
2024-11-14,User Support Standard,Mobile Device Standard Configuration,6,2
2024-11-14,User Support Standard,Account Creation Standard Requests,5,1
2024-11-14,User Support Standard,Basic Training Standard Sessions,8,1
2024-11-15,Quick Wins,Automated Backup Monitoring,1,6
2024-11-15,Quick Wins,Load Balancer Health Checks,8,4
2024-11-15,Quick Wins,Basic Security Patch Automation,3,5
2024-11-15,Quick Wins,Memory Usage Alert Thresholds,3,3
2024-11-15,Fill-ins,Basic Hardware Inventory Updates,3,2
2024-11-15,Fill-ins,Meeting Room Equipment Basic Maintenance,2,2
2024-11-15,Fill-ins,Equipment Asset Tag Updates,5,3
2024-11-15,Fill-ins,Basic System Configuration Backups,3,2
2024-11-15,Fill-ins,Equipment Cable Management,4,1
2024-11-15,Fill-ins,Simple User Guide Updates,1,3
2024-11-15,Thankless Tasks,Proprietary System Manual Integration,1,41
2024-11-15,Thankless Tasks,Legacy Database Manual Optimization,1,52
2024-11-15,Thankless Tasks,Vendor-Specific Manual Customizations,4,27
2024-11-15,Executive Support,C-Suite Technology Access Issues,3,2
2024-11-15,Business Operations,Benefits Administration Critical Issues,3,2
2024-11-15,Business Operations,Contract Management System Problems,3,3
2024-11-15,Business Operations,Expense Management Critical Issues,1,11
2024-11-15,Business Operations,Facilities Management Critical Problems,2,4
2024-11-15,User Support High,Sales Team Critical CRM Access Issues,3,2
2024-11-15,User Support High,Revenue Team Critical System Problems,2,2
2024-11-15,User Support Standard,Password Reset Requests,3,2
2024-11-15,User Support Standard,Email Configuration Standard Support,3,2
2024-11-15,User Support Standard,Printer Setup Basic Assistance,4,2
2024-11-15,User Support Standard,VPN Connection Standard Help,5,2
2024-11-15,User Support Standard,File Access Standard Permission Issues,7,2
2024-11-15,User Support Standard,Mobile Device Standard Configuration,6,2
2024-11-16,Quick Wins,Email Queue Monitoring,2,6
2024-11-16,Fill-ins,Meeting Room Equipment Basic Maintenance,4,1
2024-11-16,Fill-ins,Basic File Organization Tasks,1,1
2024-11-16,Fill-ins,Equipment Cable Management,3,3
2024-11-16,Thankless Tasks,Manual Testing Process Maintenance,3,20
